Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1,0.3,0m 0.3s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.4,-100,260,1024,1024,1024,1024,1024,,,,,
2,0.4,0m 0.4s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.4,-100,260,1024,1024,1024,1024,1024,,,,,
3,0.5,0m 0.5s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.5,-100,260,1024,1024,1024,1024,1024,,,,,
4,0.6,0m 0.6s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.5,-100,260,1024,1024,1024,1024,1024,,,,,
5,0.7,0m 0.7s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.5,-100,260,1024,1024,1024,1024,1024,,,,,
6,0.8,0m 0.8s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.5,-100,260,1024,1024,1024,1024,1024,,,,,
7,0.9,0m 0.9s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.5,-100,260,1024,1024,1024,1024,1024,,,,,
8,1.1,0m 1.1s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.2,-0.6,-99.9,260.1,1024,1024,1024,1024,1068,,,,,
9,1.2,0m 1.2s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.914,0.005,4.226,4.228,4.231,4.229,0,0,0,-4.3,-0.6,-99.9,260.1,1024,1024,1024,1024,1305,,,,,
10,1.3,0m 1.3s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.3,-0.5,-99.9,260.1,1024,1024,1024,1024,1489,,,,,
11,1.4,0m 1.4s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.3,-0.5,-99.9,260.1,1024,1024,1024,1024,1534,,,,,
12,1.5,0m 1.5s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.3,-0.6,-99.9,260.1,1024,1024,1024,1024,1552,,,,,
13,1.6,0m 1.6s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.2,-0.6,-99.9,260.1,1024,1024,1024,1024,1531,,,,,
14,1.7,0m 1.7s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.3,-0.7,-99.9,260.1,1024,1024,1024,1024,1520,,,,,
15,1.8,0m 1.8s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.2,-0.7,-99.9,260.1,1024,1024,1024,1024,1520,,,,,
16,1.9,0m 1.9s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-4.5,-0.8,-100.2,259.8,1024,1024,1024,1024,1535,,,,,
17,2,0m 2s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-5.3,-1,-100.9,259.1,1024,1024,1024,1024,1535,,,,,
18,2.1,0m 2.1s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,0,0,0,-7.2,-1.4,-101.2,258.8,1024,1024,1024,1024,1534,,,,,
19,2.2,0m 2.2s,0,0,Manual Takeoff,0.0,0.0,0.3,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0,0,5,0,95,16.913,0.005,4.226,4.228,4.231,4.228,-0.1,-0.2,0,-8.5,-1.1,-101.2,258.8,1024,1024,1024,1024,1534,,,,,
20,2.3,0m 2.3s,0,0,P-GPS,0.0,0.0,0.7,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,-0.1,-0.3,-0.1,-8.2,-0.2,-101.3,258.7,1024,1024,1024,1024,1534,,,,,
21,2.4,0m 2.4s,0,0,P-GPS,0.0,0.0,0.7,0.2,0.9,0.4,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,-0.1,-0.4,-0.3,-4,0.2,-101.5,258.5,1024,1024,1024,1024,1531,,,,,
22,2.5,0m 2.5s,0,0,P-GPS,0.0,0.0,1.0,0.3,0.9,0.4,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,-0.1,-0.4,-0.6,1.7,0.1,-101.4,258.6,1024,1024,1024,1024,1519,,,,,
23,2.6,0m 2.6s,0,0,P-GPS,0.3,0.1,1.3,0.4,0.7,0.3,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,-0.1,-0.3,-0.8,5.4,0.1,-101.3,258.7,1024,1024,1024,1024,1476,,,,,
24,2.7,0m 2.7s,0,0,P-GPS,0.7,0.2,2.0,0.6,0.5,0.2,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,-0.1,-0.2,-1.1,5.2,0.1,-101.3,258.7,1024,1024,1024,1024,1395,,,,,
25,2.8,0m 2.8s,0,0,P-GPS,1.0,0.3,2.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,0,0,-1.4,2.4,0.2,-101.4,258.6,1024,1024,1024,1024,1354,,,,,
26,2.9,0m 2.9s,0,0,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,0,0,-1.5,-0.5,0.6,-101.4,258.6,1024,1024,1024,1024,1359,,,,,
27,3,0m 3s,0,0,P-GPS,2.3,0.7,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,0,0,-1.5,-1.5,1.2,-101.3,258.7,1024,1024,1024,1024,1334,,,,,
28,3.1,0m 3.1s,0,0,P-GPS,2.6,0.8,3.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,0,0,-1.5,-0.9,1.9,-101.3,258.7,1024,1024,1024,1024,1296,,,,,
29,3.2,0m 3.2s,0,0,P-GPS,3.3,1.0,4.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.84,0.005,4.21,4.211,4.212,4.207,0,0,-1.4,0.1,1.7,-101.3,258.7,1024,1024,1024,1024,1294,,,,,
30,3.3,0m 3.3s,0,0,P-GPS,3.6,1.1,4.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,-1.2,0.4,1.2,-101.3,258.7,1024,1024,1024,1024,1364,,,,,
31,3.4,0m 3.4s,0,0,P-GPS,3.9,1.2,4.9,1.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0.1,-1,-0.1,0.7,-101.3,258.7,1024,1024,1024,1024,1362,,,,,
32,3.5,0m 3.5s,0,0,P-GPS,4.3,1.3,5.2,1.6,0.2,0.1,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0.1,-0.9,-1.7,0.2,-101.3,258.7,1024,1024,1024,1024,1282,,,,,
33,3.6,0m 3.6s,0,0,P-GPS,4.6,1.4,5.6,1.7,0.2,0.1,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0.1,-0.8,-2.9,0.1,-101.3,258.7,1024,1024,1024,1024,1165,,,,,
34,3.7,0m 3.7s,0,0,P-GPS,4.9,1.5,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,-0.6,-3,0.5,-101.3,258.7,1024,1024,1024,1024,1028,,,,,
35,3.8,0m 3.8s,0,0,P-GPS,4.9,1.5,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,-0.5,-2.2,0.8,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
36,3.9,0m 3.9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0.1,-0.3,-1.5,0.7,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
37,4,0m 4s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0.1,-0.1,-1.9,0.7,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
38,4.1,0m 4.1s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0.1,0,-2.9,0.8,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
39,4.2,0m 4.2s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-3.6,1,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
40,4.3,0m 4.3s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0.1,-3.2,0.9,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
41,4.4,0m 4.4s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0.1,-2.2,0.5,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
42,4.5,0m 4.5s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-1.5,0.2,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
43,4.6,0m 4.6s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-1.6,0.3,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
44,4.7,0m 4.7s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-2.2,0.6,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
45,4.8,0m 4.8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-2.9,0.7,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
46,4.9,0m 4.9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-2.9,0.6,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
47,5,0m 5s,0,0,P-GPS,4.9,1.5,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-2.2,0.6,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
48,5.1,0m 5.1s,0,0,P-GPS,4.9,1.5,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-1.7,0.5,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
49,5.2,0m 5.2s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,16.042,0.034,4.014,4.016,4.023,3.989,0,0,0,-1.6,0.1,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
50,5.3,0m 5.3s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.2,0,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
51,5.4,0m 5.4s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.8,0,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
52,5.5,0m 5.5s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.8,0.3,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
53,5.6,0m 5.6s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.5,0.6,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
54,5.7,0m 5.7s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.2,0.5,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
55,5.8,0m 5.8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.1,0.1,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
56,5.9,0m 5.9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.1,0,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
57,6,0m 6s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.4,0.1,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
58,6.1,0m 6.1s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.7,0.4,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
59,6.2,0m 6.2s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.978,0.04,3.974,3.991,4.014,3.999,0,0,0,-2.8,0.5,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
60,6.3,0m 6.3s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.6,0,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
61,6.4,0m 6.4s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.5,-0.3,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
62,6.5,0m 6.5s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.3,-0.3,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
63,6.6,0m 6.6s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.4,0,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
64,6.7,0m 6.7s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.7,0.1,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
65,6.8,0m 6.8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.7,0,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
66,6.9,0m 6.9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.5,-0.4,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
67,7,0m 7s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.3,-0.9,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
68,7.1,0m 7.1s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.3,-1.1,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
69,7.2,0m 7.2s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.846,0.022,3.953,3.963,3.975,3.955,0,0,0,-2.5,-0.8,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
70,7.3,0m 7.3s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.7,-0.3,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
71,7.4,0m 7.4s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.7,-0.2,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
72,7.5,0m 7.5s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.5,-0.6,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
73,7.6,0m 7.6s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.2,-1,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
74,7.7,0m 7.7s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-1.9,-1.1,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
75,7.8,0m 7.8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-1.9,-0.8,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
76,7.9,0m 7.9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2,-0.5,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
77,8,0m 8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.2,-0.2,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
78,8.1,0m 8.1s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.5,-0.2,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
79,8.2,0m 8.2s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.5,-0.3,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
80,8.3,0m 8.3s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.5,-0.2,-101.3,258.7,1024,1024,1024,1024,1024,,,,Weak GPS signal. Positional accuracy may be compromised. Please fly with caution.,
81,8.4,0m 8.4s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.5,0.2,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
82,8.5,0m 8.5s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.7,0.6,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
83,8.6,0m 8.6s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.8,0.8,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
84,8.7,0m 8.7s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.8,0.6,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
85,8.8,0m 8.8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.6,0.1,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
86,8.9,0m 8.9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.3,0,-101.4,258.6,1024,1024,1024,1024,1024,,,,,
87,9,0m 9s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.1,-0.1,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
88,9.1,0m 9.1s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.4,-0.2,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
89,9.2,0m 9.2s,0,0,P-GPS,5.2,1.6,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.813,0.025,3.943,3.956,3.968,3.946,0,0,0,-2.7,-0.3,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
90,9.3,0m 9.3s,0,0,P-GPS,5.2,1.6,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.781,0.026,3.935,3.948,3.961,3.937,0,0,0,-2.6,-0.3,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
91,9.4,0m 9.4s,0,0,P-GPS,5.2,1.6,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.781,0.026,3.935,3.948,3.961,3.937,0,0,0,-2.3,-0.4,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
92,9.5,0m 9.5s,0,0,P-GPS,5.2,1.6,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.781,0.026,3.935,3.948,3.961,3.937,0,0,0,-1.8,-0.4,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
93,9.6,0m 9.6s,0,0,P-GPS,5.2,1.6,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.781,0.026,3.935,3.948,3.961,3.937,0,0,0,-1.5,-0.4,-101.3,258.7,1024,1024,1024,1024,1024,,,,,
94,9.7,0m 9.7s,0,0,P-GPS,5.2,1.6,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.781,0.026,3.935,3.948,3.961,3.937,0,0,0,-1.8,-0.4,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
95,9.8,0m 9.8s,0,0,P-GPS,5.2,1.6,6.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,95,15.781,0.026,3.935,3.948,3.961,3.937,0,0,0,-2.2,-0.2,-101.2,258.8,1024,1024,1024,1024,1024,,,,,
