Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
2570,260.4,4m 20.4s,56.87002168,-5.43708053,P-GPS,37.1,11.3,15.4,4.7,1.1,0.5,1.5,0.7,70.3,21.4,56.87015945,-5.43683411,10,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.3,-0.4,0,-6.4,0.9,-88.4,271.6,1024,1000,1024,364,1362,,,,,
2571,260.5,4m 20.5s,56.87002161,-5.43708217,P-GPS,37.4,11.4,15.7,4.8,1.1,0.5,2.1,0.9,70.5,21.5,56.87015945,-5.43683411,11,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.2,-0.6,-0.4,-9.6,2.5,-98.5,261.5,1024,1014,1024,364,1308,,,,,
2572,260.6,4m 20.6s,56.87002154,-5.43708384,P-GPS,37.7,11.5,16.1,4.9,1.8,0.8,2.1,0.9,70.8,21.6,56.87015945,-5.43683411,11,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.2,-0.8,-0.7,-11.8,-2.8,-107.7,252.3,1024,1024,1024,708,1206,,,,,
2573,260.7,4m 20.7s,56.8700218,-5.43708602,P-GPS,37.7,11.5,16.7,5.1,2.3,1.0,2.6,1.2,71.0,21.6,56.87015945,-5.43683411,10,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.3,-1,-0.9,-11.9,-7.5,-115.6,244.4,1024,1024,1024,1024,1057,,,,,
2574,260.8,4m 20.8s,56.87002176,-5.43708811,P-GPS,38.1,11.6,17.1,5.2,2.6,1.2,2.8,1.3,71.3,21.7,56.87015945,-5.43683411,10,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.4,-1.1,-0.9,-8.4,-6.8,-122.4,237.6,1024,1024,1024,1024,1024,,,,,
2575,260.9,4m 20.9s,56.87002154,-5.4370888,P-GPS,38.4,11.7,17.7,5.4,2.5,1.1,2.1,0.9,71.5,21.8,56.87015945,-5.43683411,11,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.5,-1,-0.7,-2.9,-2.8,-127.4,232.6,1024,866,1024,1024,1024,,,,,
2576,261,4m 21s,56.87002116,-5.43708948,P-GPS,38.7,11.8,18.0,5.5,2.3,1.0,1.5,0.7,71.7,21.8,56.87015945,-5.43683411,11,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.5,-0.9,-0.5,1.1,0.9,-131.9,228.1,1024,595,1024,1024,1024,,,,,
2577,261.1,4m 21.1s,56.87002083,-5.43708889,P-GPS,39.0,11.9,,,2.0,0.9,1.1,0.5,71.7,21.8,56.87015945,-5.43683411,13,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.4,-0.8,-0.4,1,2.3,-136.3,223.7,1024,396,1024,1024,1024,,,,,
2578,261.2,4m 21.2s,56.87002051,-5.43708856,P-GPS,39.4,12.0,,,1.7,0.8,1.5,0.7,71.7,21.9,56.87015945,-5.43683411,13,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.3,-0.7,-0.4,-0.6,1.5,-140.7,219.3,1024,364,1024,1024,1024,,,,,
2579,261.3,4m 21.3s,56.87002035,-5.4370877,P-GPS,39.7,12.1,,,1.5,0.7,0.0,0.0,71.6,21.8,56.87015945,-5.43683411,12,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.3,-0.6,-0.3,5.4,0.1,-144.7,215.3,1024,373,1024,1024,1024,,,,,
2580,261.4,4m 21.4s,56.8700202,-5.43708719,P-GPS,39.7,12.1,30.2,9.2,0.9,0.4,1.5,0.7,71.6,21.8,56.87015945,-5.43683411,12,4,72,14.949,0.056,3.727,3.766,3.746,3.71,-0.1,-0.4,-0.3,21.1,-1.7,-148.8,211.2,1024,437,1024,1024,1024,,,,,
2581,261.5,4m 21.5s,56.87002035,-5.4370861,P-GPS,40.0,12.2,30.5,9.3,0.4,0.2,0.0,0.0,71.4,21.8,56.87015945,-5.43683411,12,4,72,14.949,0.056,3.727,3.766,3.746,3.71,0.2,0,-0.2,34.9,-4.2,-153.4,206.6,1024,664,1024,1024,1024,,,,,
2582,261.6,4m 21.6s,56.87002089,-5.43708463,P-GPS,40.0,12.2,30.5,9.3,1.5,0.7,2.1,0.9,71.1,21.7,56.87015945,-5.43683411,12,4,72,14.949,0.056,3.727,3.766,3.746,3.71,0.6,0.3,-0.1,38.4,-5.4,-158,202,1024,834,1024,1024,1024,,,,,
2583,261.7,4m 21.7s,56.87002237,-5.43708226,P-GPS,40.0,12.2,30.5,9.3,1.9,0.9,3.7,1.6,70.3,21.4,56.87015945,-5.43683411,11,4,72,14.949,0.056,3.727,3.766,3.746,3.71,0.8,0.3,0,32.7,-4.5,-162.5,197.5,1024,982,1024,1024,1024,,,,,
2584,261.8,4m 21.8s,56.87002428,-5.43707952,P-GPS,40.0,12.2,30.5,9.3,2.6,1.2,5.5,2.5,69.5,21.2,56.87015945,-5.43683411,11,4,72,14.949,0.056,3.727,3.766,3.746,3.71,1.1,0.4,0,20.7,-1.8,-166.7,193.3,1024,1024,1024,1024,1024,,,,,
2585,261.9,4m 21.9s,56.87002702,-5.4370759,P-GPS,40.0,12.2,30.5,9.3,3.2,1.4,7.2,3.2,68.2,20.8,56.87015945,-5.43683411,9,4,72,14.949,0.056,3.727,3.766,3.746,3.71,1.3,0.6,0,8.2,1.6,-171,189,1024,1024,1024,1024,1024,,,,,
2586,262,4m 22s,56.87002965,-5.4370725,P-GPS,40.0,12.2,30.5,9.3,3.4,1.5,8.2,3.7,67.1,20.4,56.87015945,-5.43683411,9,4,72,14.949,0.056,3.727,3.766,3.746,3.71,1.4,0.6,0,0.2,4.4,-174.7,185.3,1024,1024,1024,1024,1024,,,,,
2587,262.1,4m 22.1s,56.87003239,-5.43706941,P-GPS,40.0,12.2,30.5,9.3,3.1,1.4,7.9,3.6,65.9,20.1,56.87015945,-5.43683411,12,4,72,14.949,0.056,3.727,3.766,3.746,3.71,1.3,0.5,0,-6.2,7.1,-176.3,183.7,1024,1024,1024,1024,1024,,,,,
2588,262.2,4m 22.2s,56.87003488,-5.4370666,P-GPS,39.7,12.1,30.5,9.3,3.1,1.4,7.7,3.4,64.9,19.8,56.87015945,-5.43683411,12,4,72,14.949,0.056,3.727,3.766,3.746,3.71,1.2,0.5,0,-10.8,8.8,-177.1,182.9,1024,1024,1024,1038,1024,,,,,
2589,262.3,4m 22.3s,56.87003694,-5.43706453,P-GPS,39.7,12.1,30.2,9.2,2.4,1.1,6.5,2.9,64.1,19.5,56.87015945,-5.43683411,12,4,72,14.878,0.062,3.684,3.726,3.746,3.722,1,0.4,0,-13,9.1,-177.4,182.6,1024,1024,1024,1435,902,,,,,
2590,262.4,4m 22.4s,56.8700387,-5.43706268,P-GPS,39.7,12.1,30.2,9.2,2.4,1.1,5.4,2.4,63.4,19.3,56.87015945,-5.43683411,12,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.8,0.3,0,-13.3,8.3,-177.5,182.5,1024,1024,1024,1684,857,,,,,
2591,262.5,4m 22.5s,56.87004002,-5.43706155,P-GPS,39.7,12.1,30.2,9.2,1.4,0.6,4.2,1.9,62.9,19.2,56.87015945,-5.43683411,13,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.6,0.2,0,-11.6,7.5,-179.5,180.5,1024,1024,1024,1684,811,,,,,
2592,262.6,4m 22.6s,56.87004115,-5.43706045,P-GPS,39.7,12.1,30.2,9.2,1.2,0.5,3.2,1.4,62.4,19.0,56.87015945,-5.43683411,13,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.5,0.2,0,-9.6,7.3,-177.4,182.6,938,995,1024,1684,815,,,,,
2593,262.7,4m 22.7s,56.87004196,-5.43705997,P-GPS,39.7,12.1,29.9,9.1,1.5,0.7,2.8,1.3,62.2,18.9,56.87015945,-5.43683411,13,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.6,0.3,0.1,-9.1,7.4,-169.7,190.3,931,861,1024,1629,817,,,,,
2594,262.8,4m 22.8s,56.87004269,-5.43705944,P-GPS,39.7,12.1,29.9,9.1,1.5,0.7,2.1,0.9,61.9,18.9,56.87015945,-5.43683411,13,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.6,0.3,0.1,-8.9,5.8,-160.5,199.5,931,861,1024,1629,817,,,,,
2595,262.9,4m 22.9s,56.8700432,-5.43705949,P-GPS,39.4,12.0,29.9,9.1,1.4,0.6,1.5,0.7,61.8,18.8,56.87015945,-5.43683411,13,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.6,0.2,0.1,-7,3.6,-151.1,208.9,914,487,1024,1024,1021,,,,,
2596,263,4m 23s,56.87004372,-5.43705941,P-GPS,39.7,12.1,29.5,9.0,1.5,0.7,1.5,0.7,61.6,18.8,56.87015945,-5.43683411,13,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.6,0.3,0,-3.7,1.2,-147,213,893,487,1024,1024,931,,,,,
2597,263.1,4m 23.1s,56.87004408,-5.43705952,P-GPS,39.4,12.0,29.5,9.0,1.8,0.8,1.1,0.5,61.6,18.8,56.87015945,-5.43683411,11,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.7,0.4,0,3.7,-0.6,-148.6,211.4,893,487,1024,1024,931,,,,,
2598,263.2,4m 23.2s,56.87004458,-5.43705925,P-GPS,39.4,12.0,29.5,9.0,2.4,1.1,1.1,0.5,61.4,18.7,56.87015945,-5.43683411,11,4,72,14.878,0.062,3.684,3.726,3.746,3.722,0.8,0.7,0,14.7,-1.2,-150.7,209.3,860,525,1024,1024,796,,,,,
2599,263.3,4m 23.3s,56.87004523,-5.43705853,P-GPS,39.4,12.0,29.9,9.1,3.3,1.5,1.8,0.8,61.1,18.6,56.87015945,-5.43683411,10,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.1,1,0,23.2,-0.9,-152.7,207.3,817,659,1024,1049,742,,,,,
2600,263.4,4m 23.4s,56.87004623,-5.43705733,P-GPS,39.4,12.0,29.5,9.0,4.6,2.1,2.4,1.1,60.7,18.5,56.87015945,-5.43683411,10,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.6,1.3,0.1,24.6,-0.3,-154.7,205.3,799,822,1024,1089,747,,,,,
2601,263.5,4m 23.5s,56.87004771,-5.43705533,P-GPS,39.4,12.0,29.9,9.1,5.4,2.4,3.7,1.6,60.1,18.3,56.87015945,-5.43683411,12,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.9,1.5,0.1,17.6,-0.5,-156.9,203.1,804,905,1024,1154,742,,,,,
2602,263.6,4m 23.6s,56.87004946,-5.43705312,P-GPS,39.4,12.0,29.9,9.1,5.7,2.6,5.0,2.2,59.3,18.1,56.87015945,-5.43683411,12,4,72,15.187,0.037,3.778,3.807,3.815,3.787,2,1.6,0.2,6.6,-0.9,-158.9,201.1,795,956,1024,1197,706,,,,,
2603,263.7,4m 23.7s,56.8700513,-5.43705043,P-GPS,39.4,12.0,29.9,9.1,5.5,2.5,5.6,2.5,58.5,17.8,56.87015945,-5.43683411,10,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.9,1.6,0.3,-1.9,-0.8,-160.4,199.6,792,977,1024,1209,677,,,,,
2604,263.8,4m 23.8s,56.87005305,-5.43704786,P-GPS,39.0,11.9,29.5,9.0,5.1,2.3,5.8,2.6,57.6,17.6,56.87015945,-5.43683411,10,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.7,1.5,0.4,-5.1,-0.8,-161.8,198.2,779,988,1024,1240,631,,,,,
2605,263.9,4m 23.9s,56.8700546,-5.43704539,P-GPS,39.0,11.9,29.5,9.0,4.9,2.2,5.4,2.4,56.9,17.3,56.87015945,-5.43683411,12,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.6,1.5,0.5,-5.2,-1.1,-163,197,763,990,1024,1252,603,,,,,
2606,264,4m 24s,56.87005605,-5.43704298,P-GPS,38.7,11.8,29.2,8.9,4.7,2.1,5.0,2.2,56.2,17.1,56.87015945,-5.43683411,12,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.5,1.5,0.7,-4.7,-1.4,-164.1,195.9,786,1003,1024,1235,616,,,,,
2607,264.1,4m 24.1s,56.87005728,-5.43704065,P-GPS,38.4,11.7,28.9,8.8,4.6,2.1,4.7,2.1,55.5,16.9,56.87015945,-5.43683411,12,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.4,1.5,0.9,-4.7,-1.7,-165.1,194.9,767,974,1024,1224,639,,,,,
2608,264.2,4m 24.2s,56.87005844,-5.43703831,P-GPS,38.1,11.6,28.5,8.7,4.3,1.9,4.5,2.0,54.9,16.7,56.87015945,-5.43683411,12,4,72,15.187,0.037,3.778,3.807,3.815,3.787,1.2,1.5,1,-6.2,-1,-166,194,778,943,1024,1220,636,,,,,
2609,264.3,4m 24.3s,56.87005926,-5.43703648,P-GPS,37.7,11.5,28.2,8.6,4.3,1.9,3.8,1.7,54.4,16.6,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,1,1.4,0.9,-8.2,0.1,-167.1,192.9,791,928,1024,1227,621,,,,,
2610,264.4,4m 24.4s,56.87005999,-5.4370346,P-GPS,37.7,11.5,28.2,8.6,3.6,1.6,3.4,1.5,54.0,16.5,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.8,1.4,0.9,-8.6,1,-168.1,191.9,817,865,1024,1228,605,,,,,
2611,264.5,4m 24.5s,56.8700606,-5.43703266,P-GPS,37.4,11.4,27.9,8.5,3.2,1.4,3.0,1.3,53.5,16.3,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.6,1.3,0.9,-6.5,1.1,-168.9,191.1,809,807,1024,1234,601,,,,,
2612,264.6,4m 24.6s,56.87006115,-5.43703068,P-GPS,36.7,11.2,27.6,8.4,3.1,1.4,3.2,1.4,53.1,16.2,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.5,1.3,1,-3.9,1.1,-169.5,190.5,811,796,1024,1292,596,,,,,
2613,264.7,4m 24.7s,56.8700616,-5.43702875,P-GPS,36.4,11.1,27.2,8.3,3.1,1.4,3.0,1.3,52.7,16.1,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.5,1.3,1.1,-1.9,1.2,-170.2,189.8,713,798,1024,1484,609,,,,,
2614,264.8,4m 24.8s,56.87006204,-5.43702681,P-GPS,36.1,11.0,26.9,8.2,3.3,1.5,2.8,1.3,52.3,16.0,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.5,1.4,1.1,-0.8,1.5,-170.3,189.7,816,831,1024,1566,551,,,,,
2615,264.9,4m 24.9s,56.87006251,-5.43702457,P-GPS,35.8,10.9,26.9,8.2,3.3,1.5,3.0,1.3,51.9,15.8,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.5,1.4,1.1,-0.9,0.8,-167.9,192.1,835,821,1024,1639,505,,,,,
2616,265,4m 25s,56.87006299,-5.43702225,P-GPS,35.1,10.7,26.6,8.1,3.3,1.5,3.4,1.5,51.4,15.7,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.5,1.4,1.2,-1.2,0,-162,198,969,603,1024,1473,520,,,,,
2617,265.2,4m 25.2s,56.87006403,-5.43701729,P-GPS,34.1,10.4,25.9,7.9,3.2,1.4,3.6,1.6,50.5,15.4,56.87015945,-5.43683411,12,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.3,1.4,1.8,0,1.6,-143.2,216.8,1024,482,1024,1177,650,,,,,
2618,265.3,4m 25.3s,56.8700645,-5.43701474,P-GPS,33.5,10.2,25.6,7.8,3.3,1.5,3.6,1.6,50.0,15.2,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.4,1.4,2.1,3.3,1.1,-137.7,222.3,1024,545,1024,1024,724,,,,,
2619,265.4,4m 25.4s,56.87006498,-5.43701227,P-GPS,32.8,10.0,25.3,7.7,3.8,1.7,3.7,1.6,49.5,15.1,56.87015945,-5.43683411,13,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.5,1.6,1.8,8.8,-1.5,-138.4,221.6,1024,675,1024,1024,697,,,,,
2620,265.5,4m 25.5s,56.87006557,-5.43700935,P-GPS,32.2,9.8,24.9,7.6,4.3,1.9,4.0,1.8,48.9,14.9,56.87015945,-5.43683411,11,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.6,1.8,1.5,14.9,-2.5,-140.7,219.3,1024,754,1024,1024,658,,,,,
2621,265.6,4m 25.6s,56.8700663,-5.43700609,P-GPS,31.8,9.7,24.9,7.6,5.2,2.3,4.5,2.0,48.3,14.7,56.87015945,-5.43683411,11,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.8,2.2,1.2,17.1,-0.5,-142.5,217.5,1024,894,1024,1024,638,,,,,
2622,265.7,4m 25.7s,56.8700673,-5.4370021,P-GPS,31.5,9.6,24.9,7.6,5.8,2.6,5.3,2.4,47.5,14.5,56.87015945,-5.43683411,11,4,72,15.178,0.035,3.777,3.804,3.812,3.785,1,2.4,0.8,12.5,3.4,-143.8,216.2,1024,1021,1024,1060,641,,,,,
2623,265.8,4m 25.8s,56.87006847,-5.43699802,P-GPS,31.5,9.6,24.9,7.6,6.0,2.7,6.0,2.7,46.6,14.2,56.87015945,-5.43683411,11,4,72,15.178,0.035,3.777,3.804,3.812,3.785,1.2,2.4,0.6,4.5,7.5,-145.5,214.5,1024,1021,1024,1158,681,,,,,
2624,265.9,4m 25.9s,56.87006982,-5.4369939,P-GPS,31.5,9.6,24.6,7.5,5.6,2.5,6.4,2.8,45.7,13.9,56.87015945,-5.43683411,12,4,72,15.178,0.035,3.777,3.804,3.812,3.785,1.2,2.2,0.5,-2.2,9.1,-147.6,212.4,1024,1024,1024,1254,713,,,,,
2625,266,4m 26s,56.87007115,-5.43699016,P-GPS,31.2,9.5,24.9,7.6,4.9,2.2,6.2,2.8,44.8,13.6,56.87015945,-5.43683411,12,4,72,15.178,0.035,3.777,3.804,3.812,3.785,1.1,1.9,0.5,-7.2,8.2,-149.4,210.6,1024,1024,1024,1295,600,,,,,
2626,266.1,4m 26.1s,56.87007235,-5.43698695,P-GPS,31.2,9.5,24.9,7.6,4.3,1.9,5.6,2.5,44.0,13.4,56.87015945,-5.43683411,11,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.9,1.7,0.4,-11.2,8.1,-149.9,210.1,1024,1024,1024,1298,574,,,,,
2627,266.2,4m 26.2s,56.87007342,-5.43698413,P-GPS,30.8,9.4,24.9,7.6,3.8,1.7,5.1,2.3,43.4,13.2,56.87015945,-5.43683411,11,4,72,15.178,0.035,3.777,3.804,3.812,3.785,0.8,1.5,0.6,-14.6,9.6,-149.5,210.5,1024,1024,1024,1270,654,,,,,
2628,266.3,4m 26.3s,56.87007415,-5.43698194,P-GPS,30.5,9.3,24.9,7.6,3.8,1.7,4.0,1.8,42.9,13.1,56.87015945,-5.43683411,11,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0.6,1.2,0.8,-15.4,10.2,-149.2,210.8,1024,1024,1024,1158,787,,,,,
2629,266.4,4m 26.4s,56.87007481,-5.43698007,P-GPS,30.2,9.2,24.6,7.5,2.5,1.1,3.4,1.5,42.4,12.9,56.87015945,-5.43683411,11,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0.5,1,0.9,-15.2,9.6,-149.3,210.7,1024,1024,1024,1053,873,,,,,
2630,266.5,4m 26.5s,56.87007531,-5.4369788,P-GPS,29.9,9.1,24.6,7.5,1.7,0.8,2.6,1.2,42.1,12.8,56.87015945,-5.43683411,11,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0.3,0.7,0.8,-15.1,7.9,-150.1,209.9,1024,1024,1024,1024,944,,,,,
2631,266.6,4m 26.6s,56.87007568,-5.43697788,P-GPS,29.5,9.0,24.6,7.5,1.4,0.6,1.8,0.8,41.9,12.8,56.87015945,-5.43683411,11,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0.1,0.6,0.6,-13.9,6.3,-150.2,209.8,1024,1024,1024,1024,1024,,,,,
2632,266.7,4m 26.7s,56.87007585,-5.43697734,P-GPS,29.5,9.0,24.6,7.5,1.1,0.5,1.5,0.7,41.8,12.7,56.87015945,-5.43683411,12,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0,0.5,0.4,-10.3,5.6,-150,210,1024,1024,1024,1024,1024,,,,,
2633,266.8,4m 26.8s,56.87007592,-5.43697698,P-GPS,29.5,9.0,24.6,7.5,0.9,0.4,0.0,0.0,41.7,12.7,56.87015945,-5.43683411,12,4,71,15.255,0.041,3.801,3.832,3.831,3.791,-0.1,0.4,0.2,-6.7,7.6,-149.7,210.3,1024,1024,1024,1024,1024,,,,,
2634,266.9,4m 26.9s,56.87007589,-5.43697667,P-GPS,29.2,8.9,24.9,7.6,0.7,0.3,0.0,0.0,41.7,12.7,56.87015945,-5.43683411,11,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0,0.3,0.1,-4.9,10.4,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2635,267,4m 27s,56.87007593,-5.43697663,P-GPS,29.2,8.9,24.9,7.6,0.2,0.1,0.0,0.0,41.7,12.7,56.87015945,-5.43683411,11,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0,0.1,0,-4.7,10.3,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2636,267.1,4m 27.1s,56.87007592,-5.43697665,P-GPS,29.2,8.9,25.3,7.7,0.0,0.0,0.0,0.0,41.7,12.7,56.87015945,-5.43683411,12,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0,0,0,-5.4,6.9,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2637,267.2,4m 27.2s,56.87007599,-5.43697693,P-GPS,29.2,8.9,25.3,7.7,0.0,0.0,0.0,0.0,41.7,12.7,56.87015945,-5.43683411,12,4,71,15.255,0.041,3.801,3.832,3.831,3.791,0,0,0,-5.7,2.7,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2638,267.3,4m 27.3s,56.87007599,-5.4369772,P-GPS,29.2,8.9,25.6,7.8,0.2,0.1,0.0,0.0,41.7,12.7,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,-0.1,0,0,-4.8,0.1,-149.5,210.5,1024,1024,1024,1024,1024,,,,,
2639,267.4,4m 27.4s,56.870076,-5.4369775,P-GPS,29.2,8.9,25.6,7.8,0.5,0.2,0.0,0.0,41.8,12.7,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,-0.2,0.1,0,-4,0.5,-149.5,210.5,1024,1024,1024,1024,1024,,,,,
2640,267.5,4m 27.5s,56.87007593,-5.43697762,P-GPS,29.2,8.9,25.9,7.9,0.5,0.2,0.0,0.0,41.8,12.7,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,-0.2,0.1,0,-3.9,3.7,-149.7,210.3,1024,1024,1024,1024,1024,,,,,
2641,267.6,4m 27.6s,56.8700759,-5.43697784,P-GPS,29.2,8.9,25.9,7.9,0.2,0.1,0.0,0.0,41.8,12.8,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,-0.1,0,0,-4.1,6.4,-150,210,1024,1024,1024,1024,1024,,,,,
2642,267.7,4m 27.7s,56.87007596,-5.43697814,P-GPS,29.2,8.9,26.2,8.0,0.3,0.1,0.0,0.0,41.9,12.8,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,-0.1,-0.1,0,-4.5,6,-150.2,209.8,1024,1024,1024,1024,1024,,,,,
2643,267.8,4m 27.8s,56.87007605,-5.43697864,P-GPS,29.2,8.9,26.2,8.0,0.4,0.2,0.0,0.0,41.9,12.8,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,0,-0.2,0,-4.5,3.3,-150.1,209.9,1024,1024,1024,1024,1024,,,,,
2644,267.9,4m 27.9s,56.87007615,-5.43697927,P-GPS,29.2,8.9,26.6,8.1,0.4,0.2,1.1,0.5,42.0,12.8,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,0,-0.2,0,-3.7,0.9,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2645,268,4m 28s,56.87007623,-5.43697991,P-GPS,29.2,8.9,26.6,8.1,0.3,0.1,1.1,0.5,42.0,12.8,56.87015945,-5.43683411,12,4,71,15.166,0.045,3.783,3.81,3.808,3.765,-0.1,-0.1,0,-2.5,0.9,-149.4,210.6,1024,1024,1024,1024,1024,,,,,
2646,268.1,4m 28.1s,56.87007637,-5.43698045,P-GPS,29.2,8.9,26.6,8.1,0.2,0.1,0.0,0.0,42.1,12.8,56.87015945,-5.43683411,11,4,71,15.166,0.045,3.783,3.81,3.808,3.765,0,-0.1,0,-2.2,2.6,-149.5,210.5,1024,1024,1024,1024,1024,,,,,
2647,268.2,4m 28.2s,56.87007651,-5.436981,P-GPS,29.2,8.9,26.9,8.2,0.4,0.2,0.0,0.0,42.1,12.8,56.87015945,-5.43683411,11,4,71,15.166,0.045,3.783,3.81,3.808,3.765,0,-0.2,0,-2.6,3.5,-149.7,210.3,1024,1024,1024,1024,1024,,,,,
2648,268.3,4m 28.3s,56.8700767,-5.43698153,P-GPS,29.2,8.9,26.9,8.2,0.7,0.3,0.0,0.0,42.1,12.8,56.87015945,-5.43683411,11,4,71,15.185,0.035,3.779,3.807,3.814,3.785,0,-0.3,0,-2.9,2.3,-149.7,210.3,1024,1024,1024,1024,1024,,,,,
2649,268.4,4m 28.4s,56.87007688,-5.43698212,P-GPS,29.2,8.9,27.2,8.3,0.9,0.4,0.0,0.0,42.2,12.9,56.87015945,-5.43683411,11,4,71,15.185,0.035,3.779,3.807,3.814,3.785,0.1,-0.4,0,-3,0,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2650,268.5,4m 28.5s,56.87007711,-5.43698268,P-GPS,29.2,8.9,27.2,8.3,0.9,0.4,0.0,0.0,42.2,12.9,56.87015945,-5.43683411,11,4,71,15.185,0.035,3.779,3.807,3.814,3.785,0,-0.3,0,-2.4,-1.7,-149.6,210.4,1024,1024,1024,1024,1024,,,,,
2651,268.6,4m 28.6s,56.87007727,-5.43698317,P-GPS,29.2,8.9,27.2,8.3,0.4,0.2,0.0,0.0,42.2,12.9,56.87015945,-5.43683411,11,4,71,15.185,0.035,3.779,3.807,3.814,3.785,0,-0.2,0,-1.8,-1.5,-149.5,210.5,1024,1024,1024,1024,1024,,,,,
2652,268.7,4m 28.7s,56.87007746,-5.43698348,P-GPS,29.2,8.9,27.6,8.4,0.2,0.1,1.1,0.5,42.2,12.9,56.87015945,-5.43683411,11,4,71,15.185,0.035,3.779,3.807,3.814,3.785,0,-0.1,0,-2,0.3,-149.5,210.5,1024,1024,1024,1024,1024,,,,,
